-0.0574341,-0.0848389
-0.0571289,-0.0671387
-0.0568237,-0.0585938
-0.0562744,-0.0610352
-0.0554199,-0.0695801
-0.0548706,-0.0775146
-0.0546265,-0.0762939
-0.0543823,-0.0653076
-0.0536499,-0.0561523
-0.0529175,-0.0616455
-0.0523071,-0.0714111
-0.052002,-0.0848389
-0.0515747,-0.0872803
-0.0509033,-0.0811768
-0.0502319,-0.0738525
-0.0498047,-0.0689697
-0.0498047,-0.0726318
-0.0495605,-0.0775146
-0.0488892,-0.0726318
-0.0480347,-0.0634766
-0.0473022,-0.0512695
-0.0469971,-0.0421143
-0.0466309,-0.0537109
-0.0459595,-0.0714111
-0.0452271,-0.0915527
-0.0446777,-0.105591
-0.0444946,-0.10376
-0.0443115,-0.0939941
-0.0437012,-0.0854492
-0.0430908,-0.0793457
-0.0426025,-0.0732422
-0.0424194,-0.0646973
-0.0421753,-0.0561523
-0.041626,-0.0506592
-0.0410156,-0.0469971
-0.0405884,-0.0506592
-0.0404663,-0.0592041
-0.0402832,-0.0567627
-0.0395508,-0.0585938
-0.0387573,-0.0598145
-0.0380249,-0.0592041
-0.0378418,-0.0543213
-0.0375977,-0.0482178
-0.0370483,-0.0408936
-0.036499,-0.03479
-0.0361328,-0.0360107
-0.0361328,-0.0360107
-0.0359497,-0.0384521
-0.0354004,-0.0396729
-0.03479,-0.0402832
-0.0342407,-0.0415039
-0.0341187,-0.03479
-0.0338135,-0.0280762
-0.0331421,-0.0256348
-0.0324707,-0.0195313
-0.0319824,-0.0292969
-0.0319824,-0.0384521
-0.0319214,-0.0445557
-0.0315552,-0.0543213
-0.0310059,-0.0598145
-0.0305786,-0.0622559
-0.0303345,-0.0714111
-0.0300293,-0.0769043
-0.02948,-0.0744629
-0.0288696,-0.0695801
-0.0285034,-0.0592041
-0.0285645,-0.0500488
-0.0283813,-0.0445557
-0.0278931,-0.0463867
-0.0272827,-0.0476074
-0.0267334,-0.0482178
-0.0265503,-0.0469971
-0.0261841,-0.0396729
-0.0255737,-0.0402832
-0.0250244,-0.045166
-0.0247803,-0.0506592
-0.0249023,-0.0524902
-0.0248413,-0.0469971
-0.024353,-0.0390625
-0.0236816,-0.0384521
-0.0230713,-0.045166
-0.0228271,-0.0506592
-0.022522,-0.0537109
-0.0219727,-0.0524902
-0.0214844,-0.0524902
-0.0211792,-0.0561523
-0.0214844,-0.0610352
-0.0214233,-0.0604248
-0.0209351,-0.0488281
-0.0202637,-0.0421143
-0.0197144,-0.0390625
-0.0194702,-0.0354004
-0.0192261,-0.0494385
-0.0186768,-0.0579834
-0.0180664,-0.0604248
-0.0177612,-0.055542
-0.0178223,-0.0488281
-0.0177612,-0.0439453
-0.0172729,-0.0469971
-0.0167236,-0.0549316
-0.0162964,-0.0592041
-0.0160522,-0.057373
-0.0158081,-0.0463867
-0.0153198,-0.0390625
-0.0147705,-0.0360107
-0.0144653,-0.0396729
-0.0145264,-0.0506592
-0.0144043,-0.067749
-0.0139771,-0.0787354
-0.0133667,-0.0817871
-0.0130005,-0.078125
-0.0128784,-0.067749
-0.0126343,-0.0628662
-0.0120239,-0.0610352
-0.0114746,-0.0610352
-0.0111084,-0.0579834
-0.0111694,-0.0512695
-0.0111084,-0.0396729
-0.0106201,-0.0384521
