,Time,HP,Power up,Player x,Player y,Player speed_x,Player speed_y,Player bullet x,Player bullet y,Player bullet speed_x,Player bullet speed_y,Enemy x,Enemy y,Enemy speed_x,Enemy speed_y,Enemy bullet x,Enemy bullet y,Enemy bullet speed_x,Enemy bullet speed_y
259,142.64,5,False,968,235,9,2,[505],[849],[-1],[5],"[229, 1129, 453, 878, 9]","[229, 1129, 453, 878, 9]","[-176, -232, 110, -30, -86]","[58, 100, 134, 127, 112]","[677, 701, 718, 470, 273, 614, 647, 651, 346, 299, 748, 638, 883, 198, 605, 683, 509, 1115, 572, 926, 406]","[151, 621, 569, 529, 141, 386, 503, 200, 144, 293, 306, 418, 566, 599, 360, 190, 545, 586, 484, 450, 475]","[-5, -5, -2, -5, -4, -5, -5, -3, -3, -4, -4, -3, -5, -5, -4, -1, 1, -5, 2, -1, 4]","[-2, -1, -4, -2, -3, -3, -3, -4, -4, -3, -3, -4, -2, -2, -4, -5, -5, -2, -5, -5, -4]"
260,143.04,5,False,1127,318,6,7,[],[],[],[],"[173, 1015, 504, 858, 3]","[173, 1015, 504, 858, 3]","[-65, -298, 169, -50, 67]","[58, 100, 134, 127, 118]","[601, 709, 370, 193, 514, 547, 591, 286, 219, 668, 578, 783, 102, 525, 663, 529, 1015, 612, 906, 486, 286, 1133, 565, 943, 85]","[590, 469, 489, 73, 326, 443, 120, 64, 222, 246, 338, 526, 550, 280, 90, 445, 546, 384, 350, 395, 744, 679, 745, 673, 676]","[-5, 1, -5, -4, -5, -5, -3, -3, -4, -4, -3, -5, -4, -4, -1, 1, -5, 2, -1, 4, 5, 2, 4, 3, 5]","[-2, -5, -2, -4, -3, -3, -4, -4, -4, -3, -4, -2, -3, -4, -5, -5, -2, -5, -5, -4, -3, -5, -3, -5, -2]"
261,143.45,5,False,1222,477,4,8,[],[],[],[],"[159, 871, 564, 818, 45]","[159, 871, 564, 818, 45]","[35, -358, 189, -90, 187]","[38, 80, 97, 107, 98]","[511, 762, 270, 414, 464, 531, 139, 588, 518, 683, 25, 445, 556, 915, 657, 903, 566, 386, 1173, 645, 1003, 185]","[537, 381, 449, 266, 383, 36, 142, 186, 258, 486, 480, 200, 345, 506, 284, 250, 315, 684, 579, 685, 573, 636]","[-4, 4, -5, -5, -4, -3, -4, -4, -3, -5, -3, -4, 2, -5, 3, 0, 4, 5, 2, 4, 3, 5]","[-3, -3, -2, -3, -3, -5, -4, -3, -4, -2, -4, -4, -5, -2, -5, -5, -4, -3, -5, -3, -5, -2]"
262,143.82,5,False,1243,600,-3,9,[],[],[],[],"[185, 711, 634, 763, 134]","[185, 711, 634, 763, 134]","[135, -387, 201, -118, 301]","[18, 60, 57, 76, 78]","[450, 855, 170, 314, 384, 78, 508, 458, 583, 371, 596, 815, 717, 903, 646, 486, 1213, 728, 1063, 285]","[453, 337, 409, 206, 323, 62, 126, 165, 446, 120, 245, 466, 198, 150, 248, 624, 479, 625, 477, 596]","[-2, 5, -5, -5, -4, -3, -4, -3, -5, -3, 2, -5, 3, 0, 4, 5, 2, 5, 3, 5]","[-5, -1, -2, -3, -3, -4, -3, -5, -2, -4, -5, -2, -4, -5, -3, -3, -5, -3, -4, -2]"
263,144.19,5,False,1094,600,-9,4,[1149],[654],[-5],[2],"[249, 551, 712, 703, 265]","[249, 551, 712, 703, 265]","[221, -383, 198, -138, 392]","[-2, 28, 17, 36, 52]","[463, 955, 70, 221, 304, 428, 411, 483, 311, 654, 715, 785, 903, 726, 586, 1253, 828, 1123, 385, 322, 842, 780, 904, 280]","[355, 331, 369, 146, 263, 66, 65, 406, 40, 155, 426, 118, 50, 188, 576, 379, 565, 397, 556, 782, 743, 845, 807, 778]","[3, 5, -5, -4, -4, -4, -2, -5, -3, 3, -5, 4, 0, 4, 5, 2, 5, 3, 5, 5, 5, 5, 5, 5]","[-4, 0, -2, -3, -3, -3, -5, -2, -4, -4, -2, -4, -5, -3, -2, -5, -3, -4, -2, 0, -2, -1, 0, 0]"
264,144.58,5,False,971,600,0,0,[1049],[694],[-5],[2],"[342, 392, 772, 643, 427]","[342, 392, 772, 643, 427]","[293, -349, 178, -139, 455]","[-22, -8, -23, -4, 12]","[550, 1055, 141, 224, 383, 718, 615, 865, 806, 686, 1293, 928, 1183, 485, 422, 942, 880, 1004, 380]","[304, 337, 86, 203, 366, 75, 386, 46, 128, 536, 279, 505, 317, 516, 782, 703, 825, 807, 778]","[5, 5, -4, -4, -5, 4, -5, 4, 4, 5, 2, 5, 3, 5, 5, 5, 5, 5, 5]","[-1, 1, -3, -3, -2, -4, -2, -3, -3, -2, -5, -3, -4, -2, 0, -2, -1, 0, 0]"
265,144.99,5,False,856,571,-9,-1,[949],[734],[-5],[2],"[464, 259, 832, 583, 609]","[464, 259, 832, 583, 609]","[364, -263, 168, -114, 504]","[-22, -8, -43, -24, -2]","[650, 1155, 61, 144, 283, 798, 515, 886, 786, 1333, 1028, 1243, 585, 522, 1042, 980, 1104, 480, 496, 405, 819, 704, 595]","[299, 368, 26, 143, 326, 1, 346, 68, 496, 179, 445, 237, 476, 782, 663, 805, 807, 778, 744, 755, 787, 786, 752]","[5, 5, -4, -4, -5, 4, -5, 4, 5, 2, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, -3, 5, 3]","[0, 2, -3, -3, -2, -3, -2, -3, -2, -5, -3, -4, -2, 0, -2, -1, 0, 0, -1, -2, -4, -2, -4]"
266,145.37,5,False,676,562,-9,-2,[],[],[],[],"[615, 170, 539, 809]","[615, 170, 539, 809]","[429, -135, -54, 534]","[-2, 12, -7, 18]","[750, 1237, 64, 183, 415, 979, 886, 1373, 1128, 1303, 685, 622, 1142, 1080, 1204, 580, 596, 505, 776, 804, 655]","[308, 431, 83, 286, 306, 8, 456, 79, 385, 157, 436, 782, 623, 785, 807, 778, 724, 715, 691, 746, 672]","[5, 3, -4, -5, -5, 5, 5, 2, 5, 3, 5, 5, 5, 5, 5, 5, 5, 5, -2, 5, 3]","[1, 4, -3, -2, -2, -3, -2, -5, -3, -4, -2, 0, -2, -1, 0, 0, -1, -2, -5, -2, -4]"
267,145.72,5,False,496,512,-9,-3,[],[],[],[],"[785, 135, 521, 1009]","[785, 135, 521, 1009]","[460, 5, 6, 524]","[18, 32, 13, 38]","[850, 1266, 83, 315, 986, 1228, 1362, 785, 722, 1242, 1180, 1304, 680, 696, 605, 729, 904, 715]","[341, 527, 246, 266, 416, 325, 59, 396, 782, 583, 765, 807, 778, 704, 675, 597, 706, 592]","[5, 0, -5, -5, 5, 5, 2, 5, 5, 5, 5, 5, 5, 5, 5, -3, 5, 3]","[2, 5, -2, -2, -2, -3, -5, -2, 0, -2, -1, 0, 0, -1, -2, -4, -2, -4]"
268,146.18,5,False,319,518,-8,5,[],[],[],[],"[965, 156, 527, 1200, 1117]","[965, 156, 527, 1200, 1117]","[455, 145, 66, 474, -60]","[38, 52, 33, 57, 20]","[927, 1215, 215, 1086, 1328, 885, 822, 1342, 1280, 1404, 780, 796, 705, 664, 1004, 775, 729, 210, 636, 954, 1075]","[408, 613, 226, 376, 265, 356, 782, 543, 745, 793, 778, 684, 635, 517, 666, 512, 739, 654, 702, 718, 714]","[3, -4, -5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, -4, 5, 3, -5, 2, 4, -5, -5]","[4, 3, -2, -2, -3, -2, 0, -2, -1, -1, 0, -1, -2, -4, -2, -4, 1, -5, -3, -3, -2]"
269,146.62,5,False,283,567,5,-8,[262],[658],[-3],[4],"[1129, 234, 556, 1363, 1072]","[1129, 234, 556, 1363, 1072]","[416, 278, 126, 387, -109]","[58, 72, 53, 57, 40]","[946, 1119, 115, 1186, 1409, 985, 922, 1442, 1380, 1504, 880, 896, 805, 579, 1104, 835, 629, 250, 716, 854, 975]","[506, 657, 186, 336, 205, 316, 782, 497, 725, 773, 778, 664, 595, 459, 626, 432, 759, 554, 628, 658, 674]","[-1, -5, -5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, -5, 5, 3, -5, 2, 4, -5, -5]","[5, 1, -2, -2, -3, -2, 0, -3, -1, -1, 0, -1, -2, -2, -2, -4, 1, -5, -4, -3, -2]"
270,147.0,5,False,300,578,0,0,[202],[738],[-3],[4],"[1270, 358, 609, 1484, 1007]","[1270, 358, 609, 1484, 1007]","[326, 370, 164, 253, -169]","[58, 61, 53, 37, 40]","[899, 1019, 15, 1286, 1489, 1085, 1022, 1535, 1480, 980, 996, 905, 479, 1204, 895, 529, 290, 778, 754, 875, 1201, 357, 596, 1426, 1034]","[597, 677, 153, 286, 145, 276, 782, 437, 691, 778, 634, 553, 421, 579, 352, 760, 454, 548, 603, 634, 744, 743, 736, 823, 725]","[-4, -5, -5, 5, 4, 5, 5, 4, 5, 5, 5, 5, -5, 5, 3, -5, 2, 3, -5, -5, -5, 2, -3, -5, -4]","[4, 1, -1, -3, -3, -2, 0, -3, -2, 0, -2, -3, -1, -3, -4, 0, -5, -4, -2, -2, 0, -5, -5, 0, -3]"
271,147.42,5,False,350,480,6,-7,[165],[835],[-1],[5],"[1363, 507, 669, 1502, 916]","[1363, 507, 669, 1502, 916]","[192, 417, 164, 78, -231]","[38, 21, 13, -3, 20]","[814, 919, 1386, 1568, 1185, 1122, 1580, 1080, 1096, 1005, 379, 1295, 955, 429, 330, 826, 654, 775, 1101, 397, 536, 1326, 954]","[657, 685, 226, 70, 236, 782, 651, 778, 594, 493, 401, 519, 256, 760, 354, 452, 563, 594, 744, 643, 636, 823, 665]","[-5, -5, 5, 3, 5, 5, 5, 5, 5, 5, -5, 4, 3, -5, 2, 2, -5, -5, -5, 2, -3, -5, -4]","[2, 0, -3, -4, -2, 0, -2, 0, -2, -3, -1, -3, -5, 0, -5, -5, -2, -2, 0, -5, -5, 0, -3]"
272,147.78,5,False,484,352,5,-8,[],[],[],[],"[1402, 667, 729, 1484, 803]","[1402, 667, 729, 1484, 803]","[51, 429, 155, -92, -275]","[18, -19, -15, -43, 0]","[714, 819, 1469, 1285, 1222, 1180, 1196, 1101, 279, 1375, 1001, 329, 370, 853, 554, 675, 1001, 437, 476, 1226, 874]","[691, 685, 166, 196, 762, 778, 554, 433, 401, 459, 156, 760, 254, 352, 523, 554, 744, 543, 536, 823, 605]","[-5, -5, 4, 5, 5, 5, 5, 4, -5, 4, 2, -5, 2, 1, -5, -5, -5, 2, -3, -5, -4]","[1, 0, -3, -2, -1, 0, -2, -3, 0, -3, -5, 0, -5, -5, -2, -2, 0, -5, -5, 0, -3]"
273,148.19,5,False,592,265,9,0,[],[],[],[],"[1381, 827, 774, 1404, 683]","[1381, 827, 774, 1404, 683]","[-97, 411, 135, -252, -294]","[-2, -46, -35, -71, -20]","[719, 1549, 1385, 1322, 1280, 1296, 1181, 179, 1452, 1041, 229, 410, 857, 454, 575, 901, 477, 416, 1126, 794, 1337, 654, 696, 1429, 837]","[685, 106, 156, 742, 778, 513, 373, 388, 381, 56, 760, 154, 252, 483, 514, 744, 443, 436, 823, 545, 736, 715, 721, 769, 659]","[-5, 4, 5, 5, 5, 5, 4, -5, 3, 2, -5, 2, 0, -5, -5, -5, 2, -3, -5, -4, -5, -3, -4, -5, 0]","[0, -3, -2, -1, 0, -3, -3, -1, -4, -5, 0, -5, -5, -2, -2, 0, -5, -5, 0, -3, -1, -4, -3, -2, -5]"
274,148.6,5,False,772,309,9,3,[],[],[],[],"[1302, 972, 814, 1263, 563]","[1302, 972, 814, 1263, 563]","[-237, 361, 109, -389, -288]","[-22, -66, -55, -91, -40]","[619, 1485, 1422, 1380, 1388, 1261, 106, 1512, 129, 450, 857, 354, 475, 801, 517, 368, 1026, 714, 1237, 594, 616, 1329, 837]","[680, 116, 722, 778, 453, 313, 327, 299, 760, 54, 152, 423, 474, 744, 343, 336, 823, 485, 716, 635, 661, 729, 559]","[-5, 5, 5, 5, 4, 4, 0, 3, -5, 2, 0, -5, -5, -5, 2, -2, -5, -4, -5, -3, -4, -5, 0]","[-1, -2, -1, 0, -3, -3, -5, -5, 0, -5, -5, -3, -2, 0, -5, -5, 0, -3, -1, -4, -3, -2, -5]"
275,148.95,5,False,880,340,0,0,[],[],[],[],"[1174, 1095, 838, 1075, 446]","[1174, 1095, 838, 1075, 446]","[-335, 306, 89, -475, -239]","[-22, -66, -55, -89, -40]","[1585, 1522, 1480, 1468, 1341, 180, 1556, 29, 857, 254, 375, 701, 557, 328, 926, 634, 1137, 534, 536, 1229, 837, 1267, 1075, 895, 1163, 577]","[76, 691, 772, 393, 253, 271, 199, 760, 52, 363, 434, 744, 243, 236, 823, 425, 696, 555, 601, 689, 459, 678, 673, 667, 674, 669]","[5, 5, 5, 4, 4, 5, 2, -5, 0, -5, -5, -5, 2, -2, -5, -4, -5, -3, -4, -5, 0, -1, -1, 2, -4, 4]","[-2, -2, -1, -3, -3, -1, -5, 0, -5, -3, -2, 0, -5, -5, 0, -3, -1, -4, -3, -2, -5, -5, -5, -5, -3, -4]"
276,149.32,5,False,1006,355,9,1,[],[],[],[],"[1019, 1196, 858, 872, 358]","[1019, 1196, 858, 872, 358]","[-385, 247, 89, -501, -149]","[-2, -32, -17, -49, -10]","[1580, 1548, 1421, 280, 1584, 172, 275, 601, 597, 288, 826, 554, 1037, 474, 456, 1129, 837, 1247, 1055, 935, 1083, 657]","[752, 321, 186, 267, 99, 303, 389, 744, 143, 136, 823, 365, 676, 475, 535, 649, 359, 578, 573, 567, 614, 591]","[5, 4, 4, 5, 1, -4, -5, -5, 2, -2, -5, -4, -5, -3, -4, -5, 0, -1, -1, 2, -4, 4]","[-1, -4, -4, 0, -5, -3, -3, 0, -5, -5, 0, -3, -1, -4, -4, -2, -5, -5, -5, -5, -3, -3]"
277,149.71,5,False,1057,388,4,9,[],[],[],[],"[851, 1268, 878, 665, 310]","[851, 1268, 878, 665, 310]","[-403, 169, 89, -485, -49]","[18, 8, 23, -9, 30]","[1501, 380, 92, 175, 501, 639, 253, 726, 474, 937, 414, 376, 1029, 837, 1227, 1035, 975, 1003, 737]","[106, 267, 243, 329, 724, 43, 36, 823, 305, 656, 377, 455, 609, 259, 478, 473, 467, 554, 531]","[4, 5, -4, -5, -5, 3, -1, -5, -4, -5, -3, -4, -5, 0, -1, -1, 2, -4, 4]","[-4, 0, -3, -3, -1, -5, -5, 0, -3, -1, -5, -4, -2, -5, -5, -5, -5, -3, -3]"
278,150.13,5,False,1127,507,6,7,[],[],[],[],"[683, 1308, 898, 472, 302]","[683, 1308, 898, 472, 302]","[-387, 84, 89, -429, 51]","[38, 48, 63, 31, 70]","[1581, 480, 12, 90, 401, 626, 394, 837, 368, 304, 929, 837, 1207, 1015, 1015, 923, 817, 917, 1306, 1014, 793, 444]","[26, 267, 181, 269, 704, 823, 245, 636, 277, 375, 569, 159, 378, 373, 367, 494, 471, 593, 551, 657, 598, 611]","[4, 5, -4, -4, -5, -5, -4, -5, -2, -3, -5, 0, -1, -1, 2, -4, 4, 2, 0, 5, 5, 5]","[-4, 0, -4, -3, -1, 0, -3, -1, -5, -4, -2, -5, -5, -5, -5, -3, -3, -5, -5, 0, -2, -3]"
279,150.56,5,False,1151,594,0,0,[],[],[],[],"[528, 1310, 918, 308, 334]","[528, 1310, 918, 308, 334]","[-338, -16, 72, -338, 151]","[58, 88, 103, 71, 94]","[580, 10, 301, 526, 314, 737, 328, 244, 829, 837, 1187, 995, 1055, 843, 897, 957, 1306, 1114, 893, 544]","[273, 209, 684, 811, 185, 616, 177, 295, 529, 59, 278, 273, 267, 434, 411, 493, 451, 657, 558, 551]","[5, -4, -5, -5, -4, -5, -2, -3, -5, 0, -1, -1, 2, -4, 4, 2, 0, 5, 5, 5]","[1, -3, -1, -1, -3, -1, -5, -4, -2, -5, -5, -5, -5, -3, -3, -5, -5, 0, -2, -3]"
280,150.92,5,False,1182,496,0,0,[],[],[],[],"[398, 1272, 932, 185, 405]","[398, 1272, 932, 185, 405]","[-282, -124, 32, -237, 230]","[58, 98, 103, 91, 94]","[680, 201, 426, 234, 637, 288, 184, 729, 1167, 975, 1095, 763, 977, 997, 1306, 1214, 993, 644, 542, 1303, 979, 326, 466]","[293, 664, 791, 120, 596, 77, 206, 489, 178, 173, 167, 374, 351, 393, 351, 657, 518, 491, 698, 672, 669, 662, 731]","[5, -5, -5, -4, -5, -2, -3, -5, -1, -1, 2, -4, 4, 2, 0, 5, 5, 5, 5, -4, 1, 5, 5]","[1, -1, -1, -4, -1, -5, -5, -2, -5, -5, -5, -3, -3, -5, -5, 0, -2, -3, -2, -3, -5, 0, 0]"
281,151.33,5,False,1046,573,-7,6,[],[],[],[],"[288, 1188, 922, 101, 496]","[288, 1188, 922, 101, 496]","[-220, -242, -28, -137, 270]","[38, 78, 83, 91, 74]","[780, 101, 326, 154, 537, 144, 629, 1139, 955, 1135, 683, 1057, 1037, 1303, 1314, 1093, 744, 642, 1223, 1002, 426, 566]","[313, 644, 771, 40, 576, 106, 449, 78, 73, 67, 314, 291, 293, 251, 657, 478, 443, 658, 612, 569, 662, 731]","[5, -5, -5, -4, -5, -2, -5, -2, -1, 2, -4, 4, 2, -1, 5, 5, 5, 5, -4, 2, 5, 5]","[1, -1, -1, -4, -1, -5, -2, -5, -5, -5, -3, -3, -5, -5, 0, -2, -2, -2, -3, -5, 0, 0]"
282,151.67,5,False,997,600,0,9,[1042],[706],[-2],[5],"[207, 1060, 889, 61, 596]","[207, 1060, 889, 61, 596]","[-140, -337, -83, -18, 291]","[18, 58, 63, 71, 54]","[880, 1, 226, 437, 117, 529, 603, 1149, 1077, 1283, 1414, 1193, 844, 742, 1143, 1042, 526, 666]","[333, 624, 751, 556, 6, 409, 234, 231, 193, 151, 657, 438, 403, 618, 552, 469, 662, 731]","[5, -5, -5, -5, -1, -5, -4, 5, 2, -1, 5, 5, 5, 5, -4, 2, 5, 5]","[1, -1, -1, -1, -5, -2, -4, -3, -5, -5, 0, -2, -2, -2, -3, -5, 0, 0]"
283,152.04,5,False,1015,588,0,0,[],[],[],[],"[161, 837, 69, 696]","[161, 837, 69, 696]","[-43, -123, 102, 292]","[-2, 43, 51, 34]","[980, 126, 337, 429, 523, 1249, 1117, 1246, 1514, 1293, 944, 842, 1063, 1082, 626, 766, 339, 993, 894, 209, 742]","[370, 731, 536, 369, 171, 172, 93, 51, 657, 398, 363, 578, 492, 369, 662, 731, 710, 790, 682, 701, 758]","[5, -5, -5, -5, -4, 5, 2, -2, 5, 5, 5, 5, -4, 2, 5, 5, 5, -5, -2, 5, 5]","[2, -1, -1, -2, -3, -2, -5, -5, 0, -2, -2, -2, -3, -5, 0, 0, -1, 2, -5, -1, -1]"
284,152.43,5,False,1129,550,5,-8,[],[],[],[],"[155, 771, 126, 796]","[155, 771, 126, 796]","[57, -156, 215, 273]","[-22, 23, 31, 14]","[1080, 26, 237, 329, 443, 1349, 1393, 1044, 942, 983, 1136, 726, 866, 439, 893, 854, 309, 842]","[410, 708, 516, 329, 93, 132, 358, 323, 538, 432, 285, 662, 731, 690, 830, 582, 681, 738]","[5, -5, -5, -5, -4, 5, 5, 5, 5, -4, 4, 5, 5, 5, -5, -2, 5, 5]","[2, -2, -1, -2, -4, -2, -2, -2, -2, -3, -3, 0, 0, -1, 2, -5, -1, -1]"
285,152.84,5,False,1170,511,0,0,[],[],[],[],"[191, 691, 226, 896, 734]","[191, 691, 226, 896, 734]","[177, -154, 331, 254, 10]","[-22, 23, 31, 14, 0]","[1180, 137, 229, 382, 1449, 1493, 1144, 1042, 903, 1228, 826, 966, 539, 793, 817, 409, 942, 266, 812, 260, 896, 819]","[450, 484, 283, 9, 92, 334, 283, 498, 372, 253, 662, 731, 670, 870, 482, 661, 718, 689, 782, 727, 725, 786]","[5, -5, -5, -2, 5, 5, 5, 5, -4, 5, 5, 5, 5, -5, -1, 5, 5, 5, 5, 5, 1, 5]","[2, -2, -3, -5, -2, -1, -2, -2, -3, 0, 0, 0, -1, 2, -5, -1, -1, -2, 0, 0, -5, -1]"
286,153.17,5,False,1143,511,0,0,[],[],[],[],"[278, 630, 372, 981, 734]","[278, 630, 372, 981, 734]","[301, -114, 443, 235, 30]","[15, 43, 51, 34, 0]","[1280, 37, 131, 1549, 1593, 1244, 1142, 823, 1305, 926, 1066, 639, 693, 797, 509, 1042, 366, 912, 360, 916, 919]","[490, 444, 223, 52, 314, 243, 458, 312, 305, 662, 731, 650, 896, 382, 641, 698, 649, 782, 727, 625, 766]","[5, -5, -4, 5, 5, 5, 5, -4, 2, 5, 5, 5, -5, -1, 5, 5, 5, 5, 5, 1, 5]","[2, -2, -3, -2, -1, -2, -2, -3, 4, 0, 0, -1, 1, -5, -1, -1, -2, 0, 0, -5, -1]"
287,153.54,5,False,984,415,-8,-4,[],[],[],[],"[412, 584, 558, 1061, 735]","[412, 584, 558, 1061, 735]","[404, -66, 522, 200, 50]","[55, 53, 71, 54, 0]","[1380, 51, 1344, 1242, 743, 1319, 1026, 1166, 739, 777, 609, 1142, 466, 1012, 460, 936, 1019]","[530, 163, 203, 418, 252, 405, 662, 731, 630, 282, 621, 678, 609, 782, 727, 525, 746]","[5, -4, 5, 5, -4, 0, 5, 5, 5, -1, 5, 5, 5, 5, 5, 1, 5]","[2, -3, -2, -2, -3, 5, 0, 0, -1, -5, -1, -1, -2, 0, 0, -5, -1]"
288,153.96,5,False,806,376,-9,-2,[],[],[],[],"[581, 559, 767, 1121, 755]","[581, 559, 767, 1121, 755]","[476, -6, 561, 154, 70]","[82, 53, 91, 60, 0]","[1480, 1444, 1342, 663, 1268, 1126, 1266, 839, 757, 709, 1242, 566, 1112, 560, 956, 1119, 559, 689, 686, 1108, 851]","[578, 163, 378, 192, 490, 662, 731, 610, 182, 601, 658, 569, 771, 727, 425, 726, 684, 729, 673, 690, 732]","[5, 5, 5, -4, -4, 5, 5, 5, -1, 5, 5, 5, 5, 5, 1, 5, 5, 3, 4, 0, 4]","[3, -2, -2, -3, 3, 0, 0, -1, -5, -1, -1, -2, -1, 0, -5, -1, 0, -4, -4, -5, -4]"
289,154.3,5,False,626,359,-9,0,[],[],[],[],"[771, 560, 987, 1160, 775]","[771, 560, 987, 1160, 775]","[512, 54, 558, 94, 90]","[102, 53, 104, 60, 0]","[1564, 1544, 1442, 583, 1172, 1226, 1366, 939, 737, 809, 1342, 666, 1212, 660, 976, 1219, 659, 749, 766, 1108, 931]","[638, 123, 338, 132, 525, 662, 731, 590, 82, 581, 638, 529, 751, 727, 325, 706, 684, 649, 593, 590, 652]","[4, 5, 5, -4, -5, 5, 5, 5, -1, 5, 5, 5, 5, 5, 1, 5, 5, 3, 4, 0, 4]","[3, -2, -2, -3, 1, 0, 0, -1, -5, -1, -1, -2, -1, 0, -5, -1, 0, -4, -4, -5, -4]"
290,154.64,5,False,446,376,-9,2,[],[],[],[],"[967, 580, 1190, 1172, 796]","[967, 580, 1190, 1172, 796]","[488, 94, 491, 14, 90]","[102, 33, 84, 40, -18]","[1542, 499, 1072, 1326, 1466, 1039, 909, 1442, 766, 1312, 760, 995, 1319, 759, 809, 846, 1108, 1011, 872, 640, 1103, 1170, 806]","[298, 72, 529, 662, 731, 570, 561, 612, 489, 728, 727, 225, 671, 684, 569, 513, 490, 572, 750, 801, 799, 835, 766]","[5, -5, -5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 3, 4, 0, 4, -5, 2, -4, -5, -3]","[-2, -3, 0, 0, 0, -1, -1, -2, -2, -2, 0, -5, -2, 0, -4, -4, -5, -4, 0, -5, -3, -1, -4]"
291,155.04,5,False,395,507,6,7,[],[],[],[],"[1137, 615, 1352, 1146, 816]","[1137, 615, 1352, 1146, 816]","[408, 107, 366, -86, 55]","[82, -7, 44, 0, -38]","[399, 972, 1426, 1566, 1139, 1009, 1542, 866, 1412, 860, 995, 1419, 859, 869, 907, 1103, 1091, 772, 680, 1023, 1070, 746]","[20, 529, 662, 731, 550, 541, 572, 449, 688, 727, 125, 631, 684, 486, 433, 390, 492, 750, 701, 739, 815, 686]","[-5, -5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 3, 3, -1, 4, -5, 2, -4, -5, -3]","[-2, 0, 0, 0, -1, -1, -2, -2, -2, 0, -5, -2, 0, -5, -4, -5, -4, 0, -5, -3, -1, -4]"
292,155.47,5,False,528,600,5,8,[560],[664],[4],[4],"[1268, 655, 1458, 1080, 818]","[1268, 655, 1458, 1080, 818]","[297, 107, 214, -181, 15]","[44, -47, 4, -40, -58]","[872, 1526, 1239, 1109, 966, 1509, 960, 995, 1512, 959, 929, 967, 1083, 1153, 672, 720, 943, 970, 686]","[529, 662, 530, 521, 409, 637, 727, 25, 575, 684, 386, 353, 290, 412, 750, 601, 679, 795, 606]","[-5, 5, 5, 5, 5, 4, 5, 0, 4, 5, 3, 3, -1, 3, -5, 2, -4, -5, -3]","[0, 0, -1, -1, -2, -3, 0, -5, -3, 0, -5, -4, -5, -4, 0, -5, -3, -1, -4]"
293,155.82,5,False,473,539,-6,-7,[640],[744],[4],[4],"[1349, 695, 1501, 981, 805]","[1349, 695, 1501, 981, 805]","[164, 107, 54, -258, -25]","[4, -82, -36, -78, -78]","[772, 1339, 1209, 1066, 1589, 1060, 1592, 1059, 989, 1027, 1043, 1213, 572, 760, 863, 870, 626, 1208, 704, 1397, 1038, 773]","[529, 510, 501, 369, 572, 727, 511, 684, 286, 273, 190, 332, 733, 501, 619, 775, 526, 801, 724, 830, 761, 653]","[-5, 5, 5, 5, 4, 5, 4, 5, 3, 3, -2, 3, -5, 2, -4, -5, -3, -5, 0, -5, -4, -4]","[0, -1, -1, -2, -4, 0, -4, 0, -5, -4, -5, -4, -1, -5, -3, -1, -4, 0, -5, -1, -3, -4]"
294,156.22,5,False,393,385,1,-9,[720],[824],[4],[4],"[1376, 725, 1477, 855, 785]","[1376, 725, 1477, 855, 785]","[24, 90, -113, -312, -50]","[-34, -102, -76, -98, -83]","[672, 1439, 1309, 1166, 1160, 1159, 1043, 1087, 988, 1273, 472, 783, 783, 770, 566, 1108, 704, 1297, 958, 693]","[529, 470, 481, 329, 727, 684, 186, 193, 99, 252, 713, 401, 559, 755, 446, 801, 624, 810, 701, 573]","[-5, 5, 5, 5, 5, 5, 2, 3, -3, 3, -5, 1, -4, -5, -3, -5, 0, -5, -4, -4]","[0, -2, -1, -2, 0, 0, -5, -4, -4, -4, -1, -5, -3, -1, -4, 0, -5, -1, -3, -4]"
295,156.63,5,False,459,219,7,-6,[800],[888],[4],[3],"[1349, 745, 1391, 715, 746]","[1349, 745, 1391, 715, 746]","[-96, 90, -252, -320, -50]","[-34, -98, -83, -98, -63]","[572, 1539, 1409, 1266, 1260, 1259, 1083, 1147, 919, 1332, 372, 803, 703, 670, 506, 1008, 704, 1197, 878, 613, 1364, 750, 1434, 804, 762]","[529, 430, 461, 289, 724, 677, 86, 113, 19, 158, 693, 301, 499, 735, 366, 801, 524, 790, 641, 493, 754, 668, 768, 670, 619]","[-5, 5, 5, 5, 5, 5, 2, 3, -4, 2, -5, 1, -4, -5, -3, -5, 0, -5, -4, -4, -5, -3, -5, -2, -5]","[0, -2, -1, -2, -1, -1, -5, -4, -4, -5, -1, -5, -3, -1, -4, 0, -5, -1, -3, -4, -3, -4, -2, -5, -3]"
