,Time,HP,Power up,Player x,Player y,Player speed_x,Player speed_y,Player bullet x,Player bullet y,Player bullet speed_x,Player bullet speed_y,Enemy x,Enemy y,Enemy speed_x,Enemy speed_y,Enemy bullet x,Enemy bullet y,Enemy bullet speed_x,Enemy bullet speed_y
98,43.87,1,False,1144,266,1,-9,[911],[588],[-5],[2],"[118, 672, 413, 831, 520]","[118, 672, 413, 831, 520]","[-276, -412, -151, 361, -133]","[2, -27, -24, -54, -56]","[266, 144, 512, 189, 165, 629, 677, 522, 666, 618, 1120, 905, 786, 889, 532, 1064, 679, 771, 769]","[566, 622, 431, 291, 542, 494, 634, 376, 268, 288, 442, 598, 594, 338, 734, 530, 565, 620, 482]","[5, -5, -5, -4, -5, -5, -5, -4, 4, -2, 3, -5, 5, 0, 5, 3, 3, 3, 3]","[2, -1, -1, -3, -2, -2, -2, -3, -4, -5, -4, -2, -2, -5, -1, -5, -4, -4, -4]"
99,44.3,1,False,1185,165,0,0,[811],[628],[-5],[2],"[29, 506, 361, 968, 470]","[29, 506, 361, 968, 470]","[-126, -366, -68, 347, -73]","[22, 13, 16, -29, -16]","[366, 44, 412, 109, 73, 529, 577, 442, 746, 578, 1180, 805, 886, 904, 632, 1124, 749, 831, 829]","[595, 602, 411, 231, 488, 454, 594, 313, 188, 188, 362, 552, 539, 238, 714, 430, 485, 540, 402]","[5, -5, -5, -4, -4, -5, -5, -4, 4, -2, 3, -5, 5, 1, 5, 3, 4, 3, 3]","[1, -1, -1, -3, -3, -2, -2, -4, -4, -5, -4, -3, -3, -5, -1, -5, -4, -4, -4]"
100,44.75,1,False,1131,148,-4,9,[711],[668],[-5],[2],"[2, 364, 345, 1088, 447]","[2, 364, 345, 1088, 447]","[34, -291, 32, 305, 6]","[42, 53, 56, 11, 24]","[466, 312, 29, 429, 477, 362, 826, 558, 1240, 708, 986, 924, 732, 1169, 829, 891, 889, 161, 613, 474, 1014, 615]","[607, 391, 162, 414, 554, 233, 117, 88, 282, 492, 479, 138, 687, 330, 405, 460, 322, 694, 535, 561, 554, 583]","[5, -5, -4, -5, -5, -4, 4, -1, 3, -4, 5, 1, 5, 2, 4, 3, 3, 5, 4, 4, 0, 5]","[0, -1, -4, -2, -2, -4, -3, -5, -4, -3, -3, -5, -2, -5, -4, -4, -4, -2, -4, -3, -5, -2]"
101,45.16,1,False,1136,117,4,-8,[611],[707],[-5],[1],"[39, 258, 369, 1186, 457]","[39, 258, 369, 1186, 457]","[194, -189, 132, 241, 86]","[62, 93, 96, 51, 64]","[566, 212, 329, 377, 287, 906, 1300, 628, 1086, 944, 832, 1209, 909, 951, 949, 261, 693, 554, 1014, 715]","[607, 371, 374, 509, 153, 57, 202, 432, 419, 38, 647, 230, 325, 380, 242, 654, 455, 501, 454, 543]","[5, -5, -5, -5, -3, 4, 3, -4, 5, 1, 5, 2, 4, 3, 3, 5, 4, 4, 0, 5]","[0, -1, -2, -3, -4, -3, -4, -3, -3, -5, -2, -5, -4, -4, -4, -2, -4, -3, -5, -2]"
102,45.54,1,False,1063,53,-9,0,[511],[727],[-5],[1],"[138, 195, 425, 1254, 494]","[138, 195, 425, 1254, 494]","[322, -89, 192, 141, 134]","[51, 104, 102, 70, 84]","[666, 112, 229, 289, 227, 1360, 548, 1183, 932, 1249, 989, 1011, 1009, 361, 773, 634, 1014, 815, 169, 317, 496, 1273, 553]","[607, 332, 322, 449, 73, 122, 372, 359, 607, 130, 245, 300, 162, 614, 375, 441, 354, 503, 724, 649, 649, 607, 602]","[5, -5, -5, -4, -3, 3, -4, 4, 5, 2, 4, 3, 3, 5, 4, 4, 0, 5, 4, 5, 5, 0, 3]","[0, -2, -3, -3, -4, -4, -3, -3, -2, -5, -4, -4, -4, -2, -4, -3, -5, -2, -4, -2, -3, -5, -4]"
103,45.94,1,False,883,44,-9,0,[411],[747],[-5],[1],"[276, 166, 502, 1274, 539]","[276, 166, 502, 1274, 539]","[408, -7, 224, 10, 154]","[11, 84, 82, 50, 81]","[766, 12, 143, 209, 1420, 468, 1263, 1032, 1289, 1069, 1071, 1069, 461, 853, 714, 1014, 915, 249, 417, 596, 1273, 613]","[605, 292, 262, 386, 31, 297, 299, 567, 30, 165, 220, 82, 574, 295, 381, 254, 463, 644, 608, 589, 507, 522]","[5, -5, -4, -4, 3, -4, 4, 5, 2, 4, 3, 3, 5, 4, 4, 0, 5, 4, 5, 5, 0, 3]","[-1, -2, -3, -4, -5, -4, -3, -2, -5, -4, -4, -4, -2, -4, -3, -5, -2, -4, -3, -3, -5, -4]"
104,46.32,1,False,703,49,-9,2,[],[],[],[],"[174, 582, 1240, 599]","[174, 582, 1240, 599]","[88, 241, -117, 164]","[64, 62, 30, 61]","[866, 63, 131, 388, 1343, 1132, 1137, 1131, 1129, 561, 933, 794, 1014, 1015, 329, 517, 693, 1273, 673]","[585, 202, 306, 217, 239, 527, 85, 140, 2, 534, 215, 321, 154, 423, 564, 548, 529, 407, 442]","[5, -4, -3, -4, 4, 5, 3, 3, 3, 5, 4, 4, 0, 5, 4, 5, 4, 0, 3]","[-1, -3, -4, -4, -3, -2, -4, -4, -4, -2, -4, -3, -5, -2, -4, -3, -3, -5, -4]"
105,46.65,1,False,575,135,-7,6,[],[],[],[],"[217, 662, 1158, 659, 1345]","[217, 662, 1158, 659, 1345]","[168, 241, -235, 164, -153]","[44, 42, 10, 41, -40]","[966, 71, 327, 1423, 1232, 1197, 1191, 661, 1013, 874, 1014, 1115, 409, 617, 773, 1261, 733, 304, 648, 1172, 646, 1356]","[556, 226, 137, 179, 487, 5, 57, 479, 135, 258, 54, 383, 484, 488, 469, 307, 362, 653, 634, 637, 589, 745]","[5, -3, -3, 4, 5, 3, 3, 5, 4, 4, 0, 5, 4, 5, 4, -1, 3, 4, 1, -5, 0, -4]","[-2, -4, -4, -3, -2, -4, -5, -3, -4, -4, -5, -2, -4, -3, -3, -5, -4, -4, -5, -2, -5, -3]"
106,47.0,1,False,444,216,-8,4,[],[],[],[],"[290, 742, 1034, 717, 1244]","[290, 742, 1034, 717, 1244]","[243, 223, -331, 148, -289]","[24, 22, -10, 21, -71]","[1066, 11, 267, 1503, 1332, 761, 1093, 954, 1215, 489, 717, 853, 1241, 793, 384, 668, 1072, 646, 1276]","[516, 139, 57, 99, 435, 419, 55, 178, 343, 404, 428, 409, 207, 282, 573, 534, 597, 489, 685]","[5, -3, -3, 4, 5, 5, 4, 4, 5, 4, 5, 4, -1, 3, 4, 1, -5, 0, -4]","[-2, -5, -4, -4, -3, -3, -4, -4, -2, -4, -3, -3, -5, -4, -4, -5, -2, -5, -3]"
107,47.35,1,False,284,313,-7,6,[],[],[],[],"[393, 822, 878, 757, 1095]","[393, 822, 878, 757, 1095]","[319, 210, -380, 148, -380]","[24, 22, -2, 21, -71]","[1157, 1423, 861, 1034, 1315, 569, 817, 933, 1217, 853, 464, 688, 972, 646, 1196, 378, 781, 959, 744, 1169]","[460, 375, 359, 98, 294, 324, 368, 349, 107, 202, 493, 434, 557, 389, 625, 682, 708, 620, 640, 692]","[4, 4, 5, 4, 5, 4, 5, 4, -2, 3, 4, 1, -5, 0, -4, 0, -4, -3, -3, -4]","[-3, -3, -3, -4, -3, -4, -3, -3, -5, -4, -4, -5, -2, -5, -3, -5, -3, -4, -5, -3]"
108,47.73,1,False,187,466,0,9,[],[],[],[],"[526, 902, 718, 816, 923]","[526, 902, 718, 816, 923]","[391, 202, -376, 153, -419]","[44, 42, 38, 41, -51]","[1235, 1503, 961, 1114, 1415, 649, 901, 1013, 1177, 913, 544, 705, 872, 646, 1113, 378, 701, 899, 684, 1089]","[389, 315, 299, 18, 234, 244, 308, 289, 7, 122, 413, 334, 517, 289, 565, 582, 648, 540, 560, 632]","[3, 4, 5, 4, 5, 4, 4, 4, -2, 3, 4, 0, -5, 0, -5, 0, -4, -3, -3, -4]","[-4, -3, -3, -4, -3, -4, -3, -3, -5, -4, -4, -5, -2, -5, -3, -5, -3, -4, -4, -3]"
109,48.08,1,False,236,560,8,5,[],[],[],[],"[684, 964, 562, 876, 743]","[684, 964, 562, 876, 743]","[436, 182, -343, 151, -424]","[64, 62, 72, 61, -13]","[1286, 1046, 1498, 729, 981, 1093, 973, 624, 705, 772, 637, 1013, 378, 621, 822, 621, 1009]","[298, 239, 174, 164, 248, 219, 42, 333, 234, 477, 189, 505, 482, 588, 460, 480, 572]","[2, 4, 4, 4, 4, 4, 3, 4, 0, -5, -1, -5, 0, -4, -4, -4, -4]","[-5, -3, -3, -4, -3, -4, -4, -4, -5, -2, -5, -3, -5, -3, -4, -4, -3]"
110,48.42,1,False,330,576,0,0,[416],[633],[5],[1],"[844, 1021, 428, 917, 567]","[844, 1021, 428, 917, 567]","[447, 144, -277, 131, -393]","[73, 67, 92, 81, 27]","[1289, 1126, 809, 1061, 1173, 704, 705, 672, 617, 913, 378, 541, 742, 541, 928, 631, 931, 575, 823, 673]","[198, 179, 84, 188, 139, 253, 134, 437, 89, 445, 382, 528, 380, 400, 512, 712, 701, 568, 692, 600]","[-1, 4, 4, 4, 4, 4, 0, -5, -1, -5, 0, -4, -4, -4, -5, -5, -4, -1, -5, -5]","[-5, -3, -4, -3, -4, -4, -5, -2, -5, -3, -5, -3, -4, -4, -3, -2, -3, -5, -1, -2]"
111,48.75,1,False,246,418,-4,-9,[],[],[],[],"[1004, 1061, 957, 414]","[1004, 1061, 957, 414]","[427, 104, 111, -326]","[73, 67, 101, 67]","[1229, 1206, 889, 1141, 1253, 784, 705, 572, 813, 378, 461, 662, 461, 828, 531, 851, 547, 723, 573]","[116, 119, 4, 128, 59, 173, 34, 397, 388, 282, 468, 307, 338, 452, 672, 641, 468, 672, 560]","[-4, 4, 4, 4, 4, 4, 0, -5, -5, 0, -4, -4, -4, -5, -5, -4, -2, -5, -5]","[-3, -3, -4, -3, -4, -4, -5, -2, -2, -5, -3, -3, -3, -3, -2, -3, -5, -1, -2]"
112,49.08,1,False,246,418,0,0,[],[],[],[],"[1155, 1079, 985, 288, 1340]","[1155, 1079, 985, 288, 1340]","[356, 30, 57, -253, -70]","[53, 47, 87, 83, -10]","[1130, 1286, 1221, 864, 472, 713, 378, 381, 582, 381, 728, 431, 771, 507, 623, 473, 1081, 1073, 982, 412, 1351]","[83, 59, 68, 93, 357, 348, 182, 408, 247, 278, 392, 632, 581, 368, 652, 520, 802, 815, 747, 606, 708]","[-5, 4, 4, 4, -5, -5, 0, -4, -4, -4, -5, -5, -4, -2, -5, -5, -5, -5, -4, 3, -5]","[-1, -3, -3, -4, -2, -2, -5, -3, -3, -3, -3, -2, -3, -5, -1, -2, 0, 0, -3, -5, 0]"
113,49.43,1,False,256,434,0,0,[],[],[],[],"[1263, 1061, 980, 194, 1273]","[1263, 1061, 980, 194, 1273]","[239, -67, -23, -177, -210]","[13, 7, 47, 63, -30]","[1030, 1301, 935, 372, 613, 378, 301, 502, 292, 628, 331, 691, 467, 523, 373, 981, 973, 902, 457, 1251]","[79, 8, 13, 317, 308, 82, 348, 187, 218, 339, 592, 521, 268, 632, 480, 802, 815, 687, 506, 708]","[-5, 4, 3, -5, -5, 0, -4, -4, -5, -5, -5, -4, -2, -5, -5, -5, -5, -4, 2, -5]","[0, -3, -4, -2, -2, -5, -3, -3, -3, -2, -2, -3, -5, -1, -2, 0, 0, -3, -5, 0]"
114,68.14,10,False,916,600,1,9,[],[],[],[],"[382, 174, 938, 738, 238]","[382, 174, 938, 738, 238]","[445, 26, 97, -124, 399]","[38, 35, 37, 57, 0]",[],[],[],[]
115,68.47,10,False,950,600,0,9,[],[],[],[],"[570, 204, 958, 680, 412]","[570, 204, 958, 680, 412]","[522, 165, 77, -97, 506]","[78, 55, 57, 57, 20]",[],[],[],[]
116,68.79,10,False,952,600,0,9,[],[],[],[],"[770, 283, 973, 640, 618]","[770, 283, 973, 640, 618]","[540, 265, 37, -77, 554]","[85, 55, 51, 37, 20]","[718, 335, 988, 755, 607]","[643, 719, 757, 843, 693]","[0, 5, -3, 5, 5]","[-5, -1, -4, -1, 0]"
117,69.12,10,False,956,600,2,9,[],[],[],[],"[393, 965, 600, 830]","[393, 965, 600, 830]","[329, -23, -77, 540]","[35, 11, -3, 0]","[728, 435, 928, 855, 707]","[543, 699, 677, 823, 693]","[1, 5, -3, 5, 5]","[-5, -1, -4, -1, 0]"
118,69.46,10,False,1116,571,6,-7,[],[],[],[],"[524, 934, 560, 1026]","[524, 934, 560, 1026]","[368, -83, -57, 486]","[15, -21, -43, -8]","[751, 535, 868, 955, 807]","[443, 679, 597, 803, 693]","[2, 5, -3, 5, 5]","[-5, -1, -4, -1, 0]"
119,69.81,10,False,1209,415,4,-8,[],[],[],[],"[664, 879, 534, 1194, 246]","[664, 879, 534, 1194, 246]","[379, -136, -37, 395, 80]","[-5, -41, -82, -8, -40]","[794, 635, 810, 1055, 907, 666, 999, 705, 1054, 373]","[343, 659, 505, 783, 693, 678, 688, 830, 776, 799]","[3, 5, -2, 5, 5, 5, 1, 5, -1, 5]","[-5, -1, -5, -1, 0, -3, -5, 0, 5, -1]"
120,70.14,10,False,1172,272,0,0,[],[],[],[],"[804, 806, 514, 1317, 285]","[804, 806, 514, 1317, 285]","[365, -176, -17, 273, 160]","[-25, -61, -102, -8, -70]","[854, 735, 770, 1155, 1007, 766, 1019, 805, 1034, 473]","[261, 639, 405, 756, 693, 618, 588, 830, 876, 779]","[3, 5, -2, 5, 5, 5, 1, 5, -1, 5]","[-4, -1, -5, -2, 0, -3, -5, 0, 5, -1]"
121,70.48,10,False,1028,290,-9,1,[],[],[],[],"[931, 726, 502, 1390, 355]","[931, 726, 502, 1390, 355]","[340, -178, 23, 153, 246]","[-25, -61, -101, 12, -70]","[928, 835, 744, 1255, 1107, 866, 1039, 905, 573, 947, 829, 587, 1367, 406]","[181, 619, 305, 716, 693, 558, 488, 830, 753, 667, 666, 676, 614, 725]","[4, 5, -1, 5, 5, 5, 1, 5, 5, 3, 2, 4, -4, 4]","[-4, -1, -5, -2, 0, -3, -5, 0, -2, -4, -5, -4, -3, -3]"
122,70.81,10,False,857,310,-9,0,[],[],[],[],"[1051, 649, 514, 1417, 465]","[1051, 649, 514, 1417, 465]","[312, -145, 83, 39, 336]","[7, -22, -61, 52, -50]","[1008, 935, 724, 1355, 1207, 966, 1059, 1005, 673, 1007, 869, 667, 1287, 486]","[108, 582, 205, 670, 673, 498, 388, 812, 713, 587, 566, 596, 554, 665]","[4, 5, -1, 5, 5, 5, 1, 5, 5, 3, 2, 4, -4, 4]","[-3, -2, -5, -3, -1, -3, -5, -1, -2, -4, -5, -4, -3, -3]"
123,71.14,10,False,677,307,-9,0,[],[],[],[],"[1157, 589, 549, 1397, 603]","[1157, 589, 549, 1397, 603]","[261, -102, 143, -80, 402]","[47, 18, -21, 92, -11]","[1088, 1035, 704, 1438, 1307, 1064, 1079, 1105, 773, 1067, 908, 747, 1207, 566]","[48, 542, 105, 610, 653, 438, 288, 792, 673, 507, 466, 516, 494, 605]","[4, 5, -1, 4, 5, 4, 1, 5, 5, 3, 1, 4, -4, 4]","[-3, -2, -5, -3, -1, -3, -5, -1, -2, -4, -5, -4, -3, -3]"
124,71.48,10,False,530,332,-7,6,[],[],[],[],"[1238, 552, 608, 1335, 763]","[1238, 552, 608, 1335, 763]","[192, -42, 201, -180, 435]","[77, 58, 19, 128, 29]","[1135, 684, 1511, 1407, 1144, 1099, 1205, 873, 1127, 928, 821, 1127, 646, 1097, 702, 638, 1342, 670]","[502, 5, 533, 613, 378, 188, 769, 633, 424, 366, 436, 434, 545, 617, 591, 547, 650, 569]","[5, -1, 3, 5, 4, 1, 5, 5, 3, 1, 3, -4, 4, -5, 4, 2, -5, 1]","[-2, -5, -4, -2, -3, -5, -2, -2, -5, -5, -4, -3, -3, -3, -3, -5, -1, -5]"
125,71.81,10,False,456,493,3,9,[],[],[],[],"[1288, 539, 688, 1234, 923]","[1288, 539, 688, 1234, 923]","[112, 18, 241, -268, 438]","[97, 98, 59, 148, 69]","[1235, 1560, 1496, 1224, 1113, 1305, 973, 1187, 948, 881, 1040, 726, 997, 782, 674, 1242, 690]","[462, 438, 557, 318, 88, 729, 593, 324, 266, 356, 374, 485, 557, 531, 447, 630, 469]","[5, 2, 4, 4, 0, 5, 5, 3, 1, 3, -5, 4, -5, 4, 1, -5, 1]","[-2, -5, -3, -3, -5, -2, -2, -5, -5, -4, -3, -3, -3, -3, -5, -1, -5]"
126,72.19,10,False,492,568,0,0,[558],[670],[2],[5],"[1304, 548, 779, 1101, 1080]","[1304, 548, 779, 1101, 1080]","[2, 58, 245, -354, 388]","[97, 103, 79, 146, 84]","[1335, 1569, 1564, 1304, 1405, 1073, 1230, 951, 941, 940, 806, 897, 862, 694, 1142, 710, 1298, 624, 760, 1161, 1000]","[422, 338, 477, 258, 689, 553, 224, 166, 276, 329, 425, 497, 471, 347, 610, 369, 727, 701, 607, 757, 686]","[5, 0, 2, 4, 5, 5, 2, 0, 3, -5, 4, -5, 4, 1, -5, 1, -5, 5, -2, -5, -5]","[-2, -5, -5, -3, -2, -2, -5, -5, -4, -2, -3, -3, -3, -5, -1, -5, -2, 0, -5, -2, 0]"
127,72.53,10,False,485,551,0,0,[],[],[],[],"[1268, 859, 932, 1206]","[1268, 859, 932, 1206]","[-122, 211, -428, 290]","[77, 79, 106, 64]","[1435, 1545, 1582, 1384, 1497, 1173, 1270, 951, 1001, 840, 886, 797, 942, 714, 1042, 730, 1198, 724, 720, 1061, 900]","[382, 238, 377, 198, 631, 513, 124, 66, 196, 289, 365, 438, 409, 247, 590, 269, 687, 701, 507, 717, 686]","[5, -3, 0, 4, 4, 5, 2, 0, 3, -5, 4, -5, 4, 1, -5, 1, -5, 5, -2, -5, -5]","[-2, -5, -5, -3, -3, -2, -5, -5, -4, -2, -3, -2, -4, -5, -1, -5, -2, 0, -5, -2, 0]"
128,72.86,10,False,500,600,4,9,[],[],[],[],"[1185, 924, 741, 1287]","[1185, 924, 741, 1287]","[-239, 164, -467, 170]","[52, 65, 66, 44]","[1535, 1473, 1534, 1464, 1577, 1273, 1310, 1061, 740, 966, 697, 1022, 734, 942, 750, 1098, 824, 660, 961, 800]","[340, 164, 287, 138, 564, 473, 24, 116, 258, 305, 398, 329, 147, 570, 169, 647, 701, 407, 677, 686]","[5, -4, -4, 4, 4, 5, 2, 3, -5, 4, -5, 4, 1, -5, 1, -5, 5, -3, -5, -5]","[-3, -3, -3, -3, -4, -2, -5, -4, -1, -3, -2, -4, -5, -1, -5, -2, 0, -5, -2, 0]"
129,73.2,10,False,533,600,1,9,[],[],[],[],"[1059, 968, 541, 1318, 1360]","[1059, 968, 541, 1318, 1360]","[-334, 104, -467, 36, -140]","[12, 45, 26, 24, -1]","[1375, 1439, 1544, 1373, 1121, 640, 1046, 597, 1102, 754, 842, 752, 998, 924, 600, 861, 700, 1136, 871, 729, 1225, 1347]","[123, 243, 69, 425, 31, 238, 230, 358, 249, 47, 550, 69, 620, 701, 326, 637, 686, 738, 710, 758, 685, 699]","[-5, -5, 4, 5, 3, -5, 4, -5, 4, 1, -5, 0, -5, 5, -3, -5, -5, -5, -5, -2, -5, -5]","[-1, -1, -4, -3, -5, -1, -4, -2, -4, -5, -1, -5, -1, 0, -4, -2, 0, -3, 0, -5, -2, 0]"
130,73.53,10,False,528,573,-3,-9,[],[],[],[],"[902, 987, 351, 1294, 1265]","[902, 987, 351, 1294, 1265]","[-402, 44, -427, -102, -274]","[-21, 25, -14, 4, -1]","[1275, 1339, 1473, 540, 1126, 497, 1182, 742, 898, 1024, 540, 761, 600, 1036, 771, 689, 1125, 1247]","[111, 233, 365, 226, 150, 318, 169, 530, 600, 701, 246, 597, 686, 678, 710, 658, 645, 699]","[-5, -5, 5, -5, 4, -5, 4, -5, -5, 5, -3, -5, -5, -5, -5, -2, -5, -5]","[0, 0, -3, 0, -4, -2, -4, -1, -1, 0, -4, -2, 0, -3, 0, -5, -2, 0]"
131,73.89,10,False,515,393,1,-9,[],[],[],[],"[722, 987, 186, 1221, 1124]","[722, 987, 186, 1221, 1124]","[-415, 4, -331, -202, -364]","[-21, 25, -34, 4, 19]","[1175, 1239, 1555, 440, 1206, 397, 1245, 642, 798, 1122, 480, 661, 500, 936, 671, 649, 1025, 1147, 792, 972, 314, 1250, 1177]","[111, 233, 305, 226, 70, 278, 89, 510, 580, 686, 166, 557, 686, 618, 710, 558, 605, 699, 761, 703, 795, 715, 626]","[-5, -5, 4, -5, 4, -5, 3, -5, -5, 4, -3, -5, -5, -5, -5, -2, -5, -5, -5, -5, 2, -5, -5]","[0, 0, -3, 0, -4, -2, -4, -1, -1, -3, -4, -2, 0, -3, 0, -5, -2, 0, -1, -2, -5, -1, -1]"
132,74.25,10,False,633,264,9,-3,[],[],[],[],"[554, 971, 73, 1115, 961]","[554, 971, 73, 1115, 961]","[-373, -16, -186, -267, -403]","[-1, 45, -34, 24, 59]","[1075, 1139, 340, 297, 542, 698, 1130, 403, 561, 400, 836, 571, 609, 925, 1047, 692, 872, 354, 1150, 1077]","[111, 233, 226, 238, 490, 560, 593, 86, 517, 686, 558, 699, 458, 565, 699, 741, 663, 695, 695, 606]","[-5, -5, -5, -5, -5, -5, -2, -4, -5, -5, -5, -5, -2, -5, -5, -5, -5, 2, -5, -5]","[0, 0, 0, -2, -1, -1, -5, -4, -2, 0, -3, -1, -5, -2, 0, -1, -2, -5, -1, -1]"
133,74.63,10,False,801,318,8,4,[],[],[],[],"[408, 951, 23, 990, 781]","[408, 951, 23, 990, 781]","[-300, -36, -26, -309, -408]","[19, 65, -34, 44, 99]","[975, 1039, 240, 197, 442, 598, 1073, 340, 461, 300, 736, 471, 569, 825, 947, 592, 772, 394, 1050, 977]","[111, 233, 226, 198, 470, 526, 510, 6, 477, 686, 498, 679, 358, 525, 699, 717, 623, 595, 675, 586]","[-5, -5, -5, -5, -5, -5, -3, -3, -5, -5, -5, -5, -2, -5, -5, -5, -5, 2, -5, -5]","[0, 0, 0, -2, -1, -2, -4, -4, -2, 0, -3, -1, -5, -2, 0, -2, -2, -5, -1, -1]"
134,74.98,10,False,981,325,9,-1,[],[],[],[],"[298, 925, 36, 850, 614]","[298, 925, 36, 850, 614]","[-202, -56, 134, -322, -378]","[39, 85, -21, 64, 132]","[875, 939, 140, 97, 342, 498, 1013, 361, 200, 643, 371, 529, 725, 847, 492, 672, 434, 950, 877, 517, 979, 151, 938, 873]","[111, 233, 226, 158, 450, 486, 430, 437, 686, 438, 641, 258, 485, 699, 677, 583, 495, 655, 554, 658, 646, 725, 634, 589]","[-5, -5, -5, -5, -5, -5, -3, -5, -5, -4, -5, -2, -5, -5, -5, -5, 2, -5, -5, 4, -1, 4, -4, 3]","[0, 0, 0, -2, -1, -2, -4, -2, 0, -3, -2, -5, -2, 0, -2, -2, -5, -1, -2, -4, -5, -4, -4, -4]"
135,75.39,10,False,1132,412,5,8,[],[],[],[],"[234, 885, 113, 710, 465]","[234, 885, 113, 710, 465]","[-82, -69, 292, -310, -315]","[59, 105, -1, 84, 152]","[775, 839, 40, 242, 398, 953, 261, 100, 563, 279, 489, 625, 747, 392, 572, 479, 850, 777, 597, 959, 231, 870, 933]","[130, 233, 227, 430, 446, 350, 397, 681, 378, 588, 158, 445, 699, 637, 543, 395, 635, 514, 578, 546, 649, 554, 509]","[-5, -5, -5, -5, -5, -3, -5, -5, -4, -4, -2, -5, -5, -5, -5, 3, -5, -5, 4, -1, 4, -3, 3]","[1, 0, 1, -1, -2, -4, -2, -1, -3, -3, -5, -2, 0, -2, -2, -5, -1, -2, -4, -5, -3, -4, -4]"
136,75.76,10,False,1116,580,-7,7,[],[],[],[],"[214, 845, 246, 585, 344]","[214, 845, 246, 585, 344]","[18, -89, 406, -290, -246]","[59, 90, -1, 84, 146]","[675, 739, 142, 298, 904, 161, 483, 208, 449, 525, 647, 292, 472, 539, 750, 677, 677, 939, 311, 810, 993, 317, 932, 266, 729, 493]","[156, 248, 398, 406, 258, 353, 318, 513, 58, 405, 699, 597, 503, 306, 615, 474, 498, 446, 589, 474, 429, 773, 763, 752, 735, 789]","[-5, -5, -5, -5, -2, -5, -4, -3, -2, -5, -5, -5, -5, 3, -5, -5, 4, -1, 4, -3, 3, 5, 2, 5, 5, 5]","[2, 1, -2, -2, -5, -3, -3, -4, -5, -2, 0, -2, -2, -4, -1, -2, -4, -5, -3, -4, -4, 0, -5, 0, -3, 0]"
137,76.11,10,False,995,600,-6,7,[],[],[],[],"[227, 790, 414, 465, 251]","[227, 790, 414, 465, 251]","[98, -126, 472, -265, -175]","[39, 50, -21, 61, 106]","[577, 639, 42, 198, 864, 61, 403, 180, 425, 547, 192, 372, 599, 650, 577, 757, 919, 391, 750, 1053, 417, 972, 366, 829, 593]","[203, 279, 358, 366, 165, 293, 258, 413, 365, 699, 541, 463, 226, 595, 434, 418, 346, 529, 394, 349, 773, 663, 752, 675, 789]","[-4, -5, -5, -5, -2, -5, -4, 0, -5, -5, -5, -5, 3, -5, -5, 4, -1, 4, -3, 3, 5, 2, 5, 5, 5]","[3, 2, -2, -2, -4, -3, -3, -5, -2, 0, -3, -2, -4, -1, -2, -4, -5, -3, -4, -4, 0, -5, 0, -3, 0]"
138,76.46,9,False,1102,581,9,-2,[987],[743],[-3],[5],"[275, 730, 597, 358, 188]","[275, 730, 597, 358, 188]","[178, -146, 502, -217, -90]","[19, 10, -41, 21, 66]","[497, 545, 98, 867, 323, 205, 325, 447, 109, 272, 674, 550, 477, 837, 899, 471, 690, 1120, 517, 466, 929, 693]","[270, 330, 326, 238, 198, 316, 325, 699, 481, 423, 146, 575, 394, 343, 246, 469, 314, 269, 773, 752, 615, 789]","[-4, -4, -5, 2, -4, 3, -5, -5, -4, -5, 4, -5, -5, 4, -1, 4, -3, 4, 5, 5, 5, 5]","[4, 3, -2, 5, -3, -4, -2, 0, -3, -2, -4, -1, -2, -3, -5, -3, -4, -4, 0, 0, -3, 0]"
139,76.83,9,False,1282,550,9,0,[927],[826],[-3],[4],"[350, 654, 791, 273, 164]","[350, 654, 791, 273, 164]","[246, -155, 494, -151, 10]","[-1, -30, -59, -18, 26]","[441, 473, 916, 243, 292, 225, 347, 29, 172, 754, 450, 377, 917, 879, 551, 630, 1200, 617, 566, 1029, 793, 413, 842, 745, 488, 333]","[358, 403, 328, 138, 259, 285, 699, 414, 382, 77, 555, 354, 283, 146, 409, 234, 189, 773, 752, 555, 789, 777, 772, 673, 774, 813]","[-2, -3, 3, -4, 5, -5, -5, -4, -5, 4, -5, -5, 4, -1, 4, -3, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5]","[5, 4, 4, -3, -2, -2, 0, -4, -3, -3, -1, -2, -3, -5, -3, -4, -4, 0, 0, -3, 0, 0, -3, -2, -1, -2]"
140,77.23,9,False,1350,483,-4,-9,[],[],[],[],"[449, 576, 970, 221, 180]","[449, 576, 970, 221, 180]","[297, -149, 449, -71, 110]","[-21, -70, -59, -38, -14]","[423, 444, 986, 163, 392, 125, 247, 77, 838, 350, 277, 997, 864, 633, 570, 1280, 717, 666, 1129, 893, 513, 922, 845, 588, 433]","[458, 502, 407, 64, 244, 245, 699, 322, 17, 529, 314, 223, 46, 349, 154, 125, 773, 752, 499, 789, 777, 712, 641, 754, 773]","[0, 0, 4, -4, 5, -5, -5, -4, 5, -5, -5, 4, 0, 5, -3, 4, 5, 5, 5, 5, 5, 4, 5, 5, 5]","[5, 5, 3, -4, 0, -2, 0, -3, -3, -2, -2, -3, -5, -3, -4, -3, 0, 0, -2, 0, 0, -3, -1, -1, -2]"
