-3.23334,1.05133,
-3.24402,1.05286,
-3.25623,1.0498,
-3.26538,1.04675,
-3.27606,1.0498,
-3.28979,1.0437,
-3.29437,1.05438,
-3.31116,1.0498,
-3.32184,1.04523,
-3.33252,1.0498,
-3.34778,1.04828,
-3.35999,1.05286,
-3.37372,1.05133,
-3.38135,1.04523,
-3.39355,1.0437,
-3.40729,1.04828,
-3.42102,1.05286,
-3.43018,1.0498,
-3.44849,1.04675,
-3.46069,1.04523,
-3.479,1.04523,
-3.49426,1.05286,
-3.50952,1.04675,
-3.52325,1.04828,
-3.54004,1.04523,
-3.5553,1.0498,
-3.5675,1.05286,
-3.58582,1.0498,
-3.6026,1.04828,
-3.61633,1.04675,
-3.63159,1.05286,
-3.6438,1.05286,
-3.65601,1.04828,
-3.67126,1.04675,
-3.68652,1.04675,
-3.70483,1.04828,
-3.71857,1.05133,
-3.73383,1.04218,
-3.74603,1.04828,
-3.76434,1.04828,
-3.78571,1.0498,
-3.80554,1.05438,
-3.82385,1.04828,
-3.84827,1.05133,
-3.8681,1.04828,
-3.88641,1.0498,
-3.90472,1.05438,
-3.92303,1.0498,
-3.9444,1.04675,
-3.96118,1.04828,
-3.98254,1.0498,
-3.99933,1.04828,
-4.01459,1.05133,
-4.02985,1.0498,
-4.04358,1.04523,
-4.05121,1.0498,
-4.06189,1.05438,
-4.06799,1.04523,
-4.06952,1.04828,
-4.06494,1.04675,
-4.06036,1.0498,
-4.04816,1.05286,
-4.03748,1.05133,
-4.02374,1.04675,
-4.00696,1.04523,
-3.98254,1.05286,
-3.95966,1.05438,
-3.92914,1.05743,
-3.90015,1.0437,
-3.86353,1.0437,
-3.82843,1.0498,
-3.79486,1.05438,
-3.76129,1.0498,
-3.72772,1.04828,
-3.68805,1.04828,
-3.64838,1.04828,
-3.60718,1.05286,
-3.57361,1.05133,
-3.53699,1.0498,
-3.50037,1.0498,
-3.46985,1.04828,
-3.4317,1.05286,
-3.39813,1.0498,
-3.36761,1.04523,
-3.3371,1.04523,
-3.30658,1.0498,
-3.28217,1.05286,
-3.25317,1.05133,
-3.23029,1.04675,
-3.20587,1.04675,
-3.18298,1.05286,
-3.1662,1.05286,
-3.14331,1.04828,
-3.12805,1.04828,
-3.10974,1.04828,
-3.09296,1.0498,
-3.0838,1.05286,
-3.07159,1.05133,
-3.05939,1.04675,
-3.05328,1.04675,
-3.03955,1.04828,
-3.03802,1.05133,
-3.03345,1.0498,
-3.02887,1.04828,
-3.02429,1.04675,
-3.02887,1.04828,
-3.02429,1.05591,
-3.02734,1.04675,
-3.0304,1.04828,
-3.0304,1.0498,
-3.03192,1.05133,
-3.03345,1.05133,
-3.03802,1.05286,
-3.04565,1.04523,
-3.05023,1.04828,
-3.05328,1.05133,
-3.06244,1.05133,
-3.07007,1.05438,
-3.08228,1.04675,
-3.09753,1.04218,
-3.10516,1.04675,
-3.11127,1.05438,
-3.125,1.04065,
-3.1311,1.04675,
-3.13721,1.04675,
-3.14484,1.04828,
-3.15094,1.04828,
-3.15704,1.05591,
-3.1601,1.0437,
-3.16925,1.06354,
-3.1723,1.04828,
-3.17688,1.05286,
-3.17688,1.05133,
-3.18298,1.04523,
-3.18604,1.05133,
-3.18756,1.04828,
-3.19214,1.05438,
-3.19214,1.05133,
-3.19366,1.04523,
-3.19061,1.04828,
-3.18604,1.0498,
-3.18756,1.05133,
-3.18756,1.04828,
-3.19061,1.04675,
-3.18909,1.0437,
-3.18909,1.05286,
-3.19214,1.05591,
-3.19519,1.0498,
-3.19519,1.04828,
-3.20282,1.04828,
-3.20587,1.04828,
-3.2074,1.05438,
-3.21045,1.05286,
-3.21045,1.04828,
-3.2135,1.04828,
-3.22113,1.04828,
-3.22571,1.05438,
-3.22571,1.04675,
-3.22723,1.0498,
-3.23944,1.04828,
-3.24707,1.0498,
-3.2547,1.05133,
-3.26843,1.05133,
-3.27606,1.0498,
-3.28369,1.05133,
-3.29285,1.05438,
-3.30505,1.05133,
-3.31726,1.05133,
-3.32184,1.04675,
-3.33252,1.04828,
-3.3432,1.05286,
-3.3493,1.05286,
-3.35541,1.05591,
-3.36456,1.04828,
-3.37372,1.04523,
-3.38135,1.0498,
-3.3905,1.05286,
-3.39966,1.05438,
-3.40729,1.05133,
-3.41644,1.04828,
-3.42255,1.0498,
-3.43475,1.05438,
-3.44849,1.05286,
-3.45917,1.04675,
-3.47137,1.0498,
-3.48816,1.0498,
-3.50037,1.04828,
-3.51257,1.05133,
-3.52631,1.04675,
-3.54004,1.04675,
-3.55072,1.05133,
-3.56293,1.05438,
-3.57208,1.05133,
-3.58276,1.0498,
-3.59192,1.05133,
-3.60565,1.0498,
-3.61481,1.05743,
-3.62854,1.05286,
-3.63922,1.0498,
-3.6499,1.0498,
-3.66364,1.0498,
-3.67432,1.05743,
-3.685,1.05286,
-3.6972,1.04828,
-3.70331,1.0498,
-3.71246,1.05133,
-3.72467,1.05743,
-3.7323,1.05286,
-3.7384,1.05133,
-3.74603,1.04218,
-3.75366,1.04523,
-3.75366,1.05743,
-3.75366,1.05438,
-3.75214,1.04828,
-3.74298,1.05286,
-3.73383,1.04828,
-3.72009,1.05286,
-3.70636,1.06964,
-3.685,1.05133,
-3.66058,1.05133,
-3.62701,1.05133,
-3.59192,1.05591,
-3.55377,1.0498,
-3.50952,1.04828,
-3.46222,1.04065,
-3.41187,1.0498,
-3.35083,1.05591,
-3.29742,1.0498,
-3.23486,1.0498,
-3.17535,1.04828,
-3.10974,1.0498,
-3.04413,1.05591,
-2.97852,1.0498,
-2.91595,1.04675,
-2.85187,1.0498,
-2.79083,1.05133,
-2.73285,1.05591,
-2.66876,1.05133,
-2.61078,1.04828,
-2.55127,1.04828,
-2.49939,1.05133,
-2.44293,1.05438,
-2.39258,1.05133,
-2.3407,1.04675,
-2.28882,1.0498,
-2.23694,1.0498,
-2.18964,1.05286,
-2.14233,1.0498,
-2.09198,1.04828,
-2.04773,1.04218,
-2.005,1.06506,
-1.95923,1.05286,
-1.91498,1.0498,
-1.87531,1.04523,
-1.83716,1.04523,
-1.79749,1.05133,
-1.75934,1.05591,
-1.72577,1.05133,
-1.69678,1.04218,
-1.66779,1.0498,
-1.64032,1.0498,
-1.61438,1.05438,
-1.59607,1.05133,
-1.58081,1.04828,
-1.5625,1.04828,
-1.54572,1.0498,
-1.53198,1.05133,
-1.51978,1.05133,
-1.51062,1.04675,
-1.50452,1.04828,
-1.49689,1.05133,
-1.49384,1.05438,
-1.49078,1.05591,
-1.48926,1.04675,
-1.48773,1.03912,
-1.48773,1.0498,
-1.48621,1.05438,
-1.48926,1.05286,
-1.49841,1.04828,
-1.50299,1.0498,
-1.51062,1.04675,
-1.52283,1.05743,
-1.53351,1.05591,
-1.54572,1.0498,
-1.55945,1.05286,
-1.57471,1.05286,
-1.58997,1.05591,
-1.60675,1.05438,
-1.61896,1.04523,
-1.63422,1.05133,
-1.64795,1.04828,
-1.6571,1.05438,
-1.66626,1.0498,
-1.66779,1.0498,
-1.67236,1.04828,
-1.66626,1.0498,
-1.66321,1.05591,
-1.65405,1.05438,
-1.64337,1.04675,
-1.63422,1.05133,
-1.62201,1.0498,
-1.60828,1.05896,
-1.59607,1.05133,
-1.58844,1.04828,
-1.57013,1.0498,
-1.55945,1.05133,
-1.54877,1.05743,
-1.53351,1.05286,
-1.5213,1.04828,
-1.51672,1.04828,
-1.50146,1.0498,
-1.49078,1.05591,
-1.47705,1.05133,
-1.4679,1.04828,
-1.45111,1.0498,
-1.43738,1.05133,
-1.4267,1.05438,
-1.41602,1.05438,
-1.40381,1.04523,
-1.38855,1.05133,
-1.37329,1.0498,
-1.36261,1.04523,
-1.35651,1.05133,
-1.3443,1.04675,
-1.33209,1.04523,
-1.32141,1.04828,
-1.31378,1.05438,
-1.29852,1.04675,
-1.28937,1.04675,
-1.28326,1.04523,
-1.28021,1.04675,
-1.27106,1.05286,
-1.26495,1.05133,
-1.26648,1.04523,
-1.25885,1.04523,
-1.25427,1.0498,
-1.24969,1.05286,
-1.24664,1.04828,
-1.24817,1.0437,
-1.24969,1.04828,
-1.24664,1.04523,
-1.24969,1.05286,
-1.24664,1.05438,
-1.24512,1.04828,
-1.25275,1.04828,
-1.25275,1.04828,
-1.26038,1.05286,
-1.2619,1.0498,
-1.27411,1.04523,
-1.28326,1.0498,
-1.29089,1.05133,
-1.30005,1.05133,
-1.3092,1.05133,
-1.32141,1.0437,
-1.33057,1.04675,
-1.34277,1.0498,
-1.35803,1.05286,
-1.36566,1.04675,
-1.38092,1.05133,
-1.39008,1.0498,
-1.40228,1.04828,
-1.41296,1.05286,
-1.41907,1.04523,
-1.4267,1.04523,
-1.43433,1.04523,
-1.44043,1.04828,
-1.44653,1.05286,
-1.44653,1.04828,
-1.44958,1.04523,
-1.44653,1.04523,
