-1.90125	0.808716	
-1.90735	0.811768	
-1.90735	0.808716	
-1.91193	0.811768	
-1.91803	0.819397	
-1.91956	0.810242	
-1.92413	0.810242	
-1.92719	0.810242	
-1.93176	0.810242	
-1.93634	0.802612	
-1.93939	0.808716	
-1.94092	0.808716	
-1.9455	0.810242	
-1.95313	0.811768	
-1.95465	0.814819	
-1.9577	0.808716	
-1.95923	0.811768	
-1.96838	0.810242	
-1.97296	0.810242	
-1.97449	0.804138	
-1.97906	0.810242	
-1.98059	0.808716	
-1.98212	0.810242	
-1.98975	0.808716	
-1.9928	0.816345	
-1.99432	0.810242	
-1.99738	0.808716	
-1.9989	0.808716	
-2.00195	0.80719	
-2.005	0.808716	
-2.00195	0.810242	
-2.00195	0.808716	
-2.00653	0.810242	
-2.00195	0.810242	
-1.9989	0.817871	
-1.99585	0.808716	
-1.99127	0.808716	
-1.98059	0.80719	
-1.97601	0.810242	
-1.96991	0.802612	
-1.95923	0.810242	
-1.95313	0.810242	
-1.93634	0.810242	
-1.92719	0.813293	
-1.91498	0.813293	
-1.9043	0.808716	
-1.89056	0.810242	
-1.87683	0.80719	
-1.8631	0.808716	
-1.84784	0.804138	
-1.83563	0.80719	
-1.8219	0.80719	
-1.80511	0.808716	
-1.78833	0.810242	
-1.77612	0.817871	
-1.76239	0.808716	
-1.74866	0.810242	
-1.7395	0.811768	
-1.72424	0.808716	
-1.71204	0.805664	
-1.70135	0.810242	
-1.6922	0.808716	
-1.67694	0.810242	
-1.66626	0.810242	
-1.6571	0.817871	
-1.64642	0.811768	
-1.63574	0.80719	
-1.62811	0.811768	
-1.61591	0.80719	
-1.60828	0.802612	
-1.60217	0.80719	
-1.59302	0.808716	
-1.58844	0.80719	
-1.58081	0.808716	
-1.57776	0.817871	
-1.57166	0.810242	
-1.56708	0.808716	
-1.56097	0.80719	
-1.55334	0.810242	
-1.55334	0.802612	
-1.54877	0.804138	
-1.54419	0.808716	
-1.54114	0.811768	
-1.54114	0.810242	
-1.53809	0.816345	
