-1.71509	0.627136	
-1.70441	0.630188	
-1.6922	0.628662	
-1.68304	0.628662	
-1.67389	0.624084	
-1.66626	0.624084	
-1.66016	0.627136	
-1.65405	0.627136	
-1.64642	0.627136	
-1.64032	0.628662	
-1.63269	0.627136	
-1.62964	0.628662	
-1.62659	0.630188	
-1.61896	0.622559	
-1.61743	0.621033	
-1.61591	0.624084	
-1.61438	0.628662	
-1.61133	0.624084	
-1.61133	0.628662	
-1.60828	0.630188	
-1.61133	0.628662	
-1.6098	0.628662	
-1.60675	0.624084	
-1.60675	0.622559	
-1.6098	0.624084	
-1.61438	0.628662	
-1.61285	0.622559	
-1.61591	0.628662	
-1.61743	0.628662	
-1.62048	0.630188	
-1.62201	0.624084	
-1.62506	0.630188	
-1.62964	0.628662	
-1.62964	0.627136	
-1.63269	0.627136	
-1.63727	0.627136	
-1.64032	0.628662	
-1.64642	0.627136	
-1.651	0.628662	
-1.65558	0.628662	
-1.66473	0.627136	
-1.66779	0.628662	
-1.66626	0.628662	
-1.67542	0.627136	
-1.68457	0.628662	
-1.68915	0.627136	
-1.69373	0.624084	
-1.6983	0.627136	
-1.70135	0.627136	
-1.70746	0.630188	
-1.71051	0.628662	
-1.71967	0.628662	
-1.72577	0.628662	
-1.72882	0.628662	
-1.73492	0.624084	
-1.73798	0.628662	
-1.74408	0.630188	
-1.74866	0.627136	
-1.76086	0.628662	
-1.76239	0.628662	
-1.76697	0.628662	
-1.7746	0.627136	
-1.7807	0.628662	
-1.78223	0.628662	
-1.78528	0.628662	
-1.79596	0.627136	
-1.80054	0.628662	
-1.80664	0.628662	
-1.81274	0.630188	
-1.8219	0.630188	
-1.828	0.627136	
-1.82953	0.630188	
-1.84326	0.630188	
-1.84479	0.624084	
-1.85089	0.627136	
-1.86005	0.628662	
-1.86615	0.624084	
-1.87378	0.630188	
-1.87836	0.627136	
-1.88599	0.630188	
-1.89056	0.628662	
-1.89972	0.628662	
-1.90277	0.627136	
-1.90735	0.624084	
-1.91498	0.627136	
-1.92413	0.624084	
-1.92871	0.622559	
-1.93024	0.627136	
-1.93787	0.627136	
-1.9455	0.627136	
-1.94855	0.621033	
-1.95007	0.630188	
-1.95313	0.624084	
-1.95923	0.624084	
-1.96228	0.627136	
-1.96228	0.624084	
-1.96533	0.628662	
-1.96838	0.627136	
-1.96991	0.630188	
-1.97296	0.624084	
-1.97449	0.628662	
-1.97296	0.627136	
-1.97601	0.630188	
-1.97449	0.627136	
-1.97449	0.631714	
-1.97754	0.628662	
-1.97601	0.627136	
-1.97296	0.627136	
-1.97449	0.630188	
