-0.00408936,-0.657654
-0.00378418,-0.669861
-0.00366211,-0.672913
-0.00354004,-0.662231
-0.00335693,-0.645447
-0.00299072,-0.636292
-0.00280762,-0.637817
-0.00286865,-0.643921
-0.00274658,-0.640869
-0.00250244,-0.63324
-0.00201416,-0.627136
-0.00170898,-0.627136
-0.00152588,-0.62561
-0.00146484,-0.622559
-0.0012207,-0.614929
-0.000915527,-0.610352
-0.000671387,-0.608826
-0.000732422,-0.614929
-0.000610352,-0.621033
-0.000427246,-0.614929
-6.10352,-0.614929
6.10352,-0.617981
0.000244141,-0.619507
0.000366211,-0.627136
0.000610352,-0.637817
0.000976563,-0.646973
0.00109863,-0.650024
0.00109863,-0.648499
0.00115967,-0.643921
0.00146484,-0.640869
0.00183105,-0.642395
0.0020752,-0.654602
0.0020752,-0.65918
0.00219727,-0.656128
0.00238037,-0.65155
0.00262451,-0.643921
0.00274658,-0.645447
0.00274658,-0.648499
0.00286865,-0.65155
0.00317383,-0.653076
0.00354004,-0.656128
0.00372314,-0.660706
0.00366211,-0.65918
0.00378418,-0.65155
0.00396729,-0.634766
0.00427246,-0.621033
0.00445557,-0.619507
0.00439453,-0.628662
0.00390625,-0.637817
0.00402832,-0.637817
0.00354004,-0.634766
0.00384521,-0.619507
0.00408936,-0.614929
0.00457764,-0.616455
0.00531006,-0.619507
0.00592041,-0.628662
0.00604248,-0.630188
0.00585938,-0.631714
0.00585938,-0.621033
0.00598145,-0.617981
0.00622559,-0.622559
0.00634766,-0.634766
0.00628662,-0.654602
0.00628662,-0.663757
0.00653076,-0.657654
0.00695801,-0.650024
0.00714111,-0.645447
0.00708008,-0.642395
0.00695801,-0.646973
0.00708008,-0.640869
0.00726318,-0.634766
0.00744629,-0.627136
0.00744629,-0.624084
0.00750732,-0.630188
0.00762939,-0.640869
0.00787354,-0.653076
0.00799561,-0.662231
0.00787354,-0.663757
0.00799561,-0.656128
0.00817871,-0.645447
0.00848389,-0.640869
0.00848389,-0.640869
0.00830078,-0.648499
0.00817871,-0.650024
0.00836182,-0.648499
0.00872803,-0.637817
0.0090332,-0.63324
0.0090332,-0.627136
0.00909424,-0.627136
0.00921631,-0.631714
0.00952148,-0.63324
0.00952148,-0.631714
0.00952148,-0.631714
0.00964355,-0.628662
0.00994873,-0.627136
0.0103149,-0.634766
0.010437,-0.634766
0.0100098,-0.630188
0.0098877,-0.62561
0.00970459,-0.619507
0.0100098,-0.622559
0.0103149,-0.63324
0.0103149,-0.642395
0.010376,-0.646973
0.010498,-0.645447
0.0106201,-0.637817
0.0107422,-0.637817
0.0106201,-0.642395
0.0106201,-0.643921
0.0106812,-0.650024
0.0108032,-0.646973
0.0108032,-0.642395
0.0107422,-0.637817
0.0108643,-0.630188
0.0110474,-0.624084
0.0112305,-0.624084
0.0113525,-0.627136
0.0111084,-0.63324
0.0109863,-0.637817
0.0111084,-0.640869
0.0113525,-0.642395
0.0114746,-0.643921
0.0114136,-0.648499
0.0113525,-0.65155
0.0114136,-0.656128
0.0115967,-0.657654
0.0116577,-0.650024
0.0115967,-0.639343
0.0116577,-0.624084
0.0119019,-0.619507
0.012207,-0.630188
0.0123291,-0.643921
0.012207,-0.653076
0.012085,-0.657654
0.012207,-0.65155
0.0124512,-0.643921
0.0126343,-0.643921
0.0126953,-0.645447
0.0127563,-0.645447
0.0128784,-0.642395
0.0130615,-0.640869
0.0131226,-0.636292
0.0130615,-0.637817
0.0131226,-0.636292
0.0132446,-0.63324
0.0134888,-0.634766
0.0134277,-0.637817
0.0130005,-0.645447
0.0128784,-0.645447
0.0130615,-0.642395
0.0136719,-0.637817
0.0140991,-0.637817
0.0143433,-0.643921
0.0144043,-0.65155
0.0144653,-0.65155
0.0148926,-0.642395
0.0152588,-0.631714
0.0153198,-0.619507
0.0154419,-0.611877
0.015625,-0.6073
0.0158081,-0.608826
0.0157471,-0.613403
0.0158081,-0.622559
0.0158691,-0.630188
0.0161133,-0.630188
0.0165405,-0.627136
0.0167236,-0.622559
